OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,STREET,CITY,ZIP,COUNTY,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape,Latitude,Longitude
88,88,529,101913,HUMBLE ISD,101913124,FALL CREEK EL,14435 MESA RD,HUMBLE,77396,14435 MESA RD,HUMBLE,77396,101,HARRIS COUNTY,4,EE - 05,1,0,REGULAR INSTRUCTIONAL,14435 MESA RD,Y,88,29.945205,-95.259778
80,80,471,101853,RIPLEY HOUSE CHARTER SCHOOL,101853105,HARBACH-RIPLEY CHARTER SCHOOL,4500 BISSONNET STE 200,BELLAIRE,77401,6225 NORTHDALE ST,HOUSTON,77087,101,HARRIS COUNTY,4,KG - 03,1,0,REGULAR INSTRUCTIONAL,4500 BISSONNET STE 200,Y,80,29.704019,-95.460905
81,81,472,101853,RIPLEY HOUSE CHARTER SCHOOL,101853106,BAKER-RIPLEY CHARTER SCHOOL,4500 BISSONNET STE 200,BELLAIRE,77401,6500 ROOKIN ST,HOUSTON,77074,101,HARRIS COUNTY,4,KG - 01,1,0,REGULAR INSTRUCTIONAL,4500 BISSONNET STE 200,Y,81,29.704019,-95.460905
202,202,1001,101853,PROMISE COMMUNITY SCHOOL,101853042,RIPLEY HOUSE MIDDLE CAMPUS,"4500 BISSONNET, STE 200",BELLAIRE,77401,4410 NAVIGATION BLVD,HOUSTON,77011,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,"4500 BISSONNET, STE 200",Y,202,29.704019,-95.460905
204,204,1035,101853,PROMISE COMMUNITY SCHOOL,101853108,NEW NEIGHBOR CAMPUS,"4500 BISSONNET, STE 200",BELLAIRE,77401,6500 ROOKIN BUILDING A,HOUSTON,77074,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,"4500 BISSONNET, STE 200",Y,204,29.704019,-95.460905
309,309,1595,101912,HOUSTON ISD,101912337,PIN OAK MIDDLE SCHOOL,4601 GLENMONT,BELLAIRE,77401,4601 GLENMONT,BELLAIRE,77401,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,4601 GLENMONT,Y,309,29.704019,-95.460905
1216,1216,8025,101903,ALIEF ISD,101903124,HOLMQUIST EL,P O BOX 68,ALIEF,77411,15040 WESTPARK DR,HOUSTON,77082,101,HARRIS COUNTY,4,PK KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,P O BOX 68,Y,1216,29.7037,-95.5879
60,60,361,101907,CYPRESS-FAIRBANKS ISD,101907137,WALKER ELEMENTARY,6424 SETTLERS VILLAGE,KATY,77429,6424 SETTLERS VILLAGE,KATY,77449,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,6424 SETTLERS VILLAGE,Y,60,29.998421,-95.66736
290,290,1506,101907,CYPRESS-FAIRBANKS ISD,101907052,GOODSON MIDDLE SCHOOL,17333 HUFFMEISTER,CYPRESS,77429,17333 HUFFMEISTER,CYPRESS,77429,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,17333 HUFFMEISTER,Y,290,29.998421,-95.66736
292,292,1508,101907,CYPRESS-FAIRBANKS ISD,101907135,FARNEY ELEMENTARY,14425 BARKER CYPRESS,CYPRESS,77429,14425 BARKER CYPRESS,HOUSTON,77429,101,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,14425 BARKER CYPRESS,Y,292,29.998421,-95.66736
293,293,1509,101907,CYPRESS-FAIRBANKS ISD,101907138,SAMPSON ELEMENTARY,16002 COLES CROSSING DR,CYPRESS,77429,16002 COLES CROSSING DR,CYPRESS,77429,101,HARRIS COUNTY,4,KG-5,1,0,REGULAR,16002 COLES CROSSING DR,Y,293,29.998421,-95.66736
1052,1052,7019,101907,CYPRESS-FAIRBANKS ISD,101907054,SPILLANE MIDDLE SCHOOL,17500 JARVIS RD,CYPRESS,77429,17500 JARVIS RD,CYPRESS,77429,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,17500 JARVIS RD,Y,1052,29.998421,-95.66736
1093,1093,7239,101907,CYPRESS-FAIRBANKS ISD,101907143,KEITH ELEMENTARY,20550 FAIRFIELD GREEN,CYPRESS,77429,20550 FAIRFIELD GREEN,CYPRESS,77429,101,HARRIS COUNTY,4,EE KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,20550 FAIRFIELD GREEN,Y,1093,29.998421,-95.66736
1129,1129,7395,101907,CYPRESS-FAIRBANKS ISD,101907011,CYPRESS WOODS H S,16825 SPRING CYPRESS RD,CYPRESS,77429,16825 SPRING CYPRESS RD,CYPRESS,77429,101,HARRIS COUNTY,4,09 10,4,0,REGULAR INSTRUCTIONAL,16825 SPRING CYPRESS RD,Y,1129,29.998421,-95.66736
1132,1132,7398,101907,CYPRESS-FAIRBANKS ISD,101907148,BLACK ELEMENTARY,14155 GRANT RD,CYPRESS,77429,14155 GRANT RD,CYPRESS,77429,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,14155 GRANT RD,Y,1132,29.998421,-95.66736
1177,1177,7678,101907,CYPRESS-FAIRBANKS ISD,101907140,ROBISON ELEMENTARY,13600 SKINNER RD,CYPRESS,77429,13600 SKINNER RD,CYPRESS,77429,101,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR INSTRUCTIONAL,13600 SKINNER RD,Y,1177,29.998421,-95.66736
72,72,406,101907,CYPRESS-FAIRBANKS ISD,101907012,CYPRESS RANCH HIGH SCHOOL,10700 FRY RD,CYPRESS,77433,10700 FRY RD,CYPRESS,77433,101,HARRIS COUNTY,4,10-Sep,4,0,REGULAR INSTRUCTIONAL,10700 FRY RD,Y,72,29.934371,-95.747578
1130,1130,7396,101907,CYPRESS-FAIRBANKS ISD,101907146,ANDRE EL,8111 FRY RD,CYPRESS,77433,8111 FRY RD,CYPRESS,77433,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,8111 FRY RD,Y,1130,29.934371,-95.747578
1131,1131,7397,101907,CYPRESS-FAIRBANKS ISD,101907147,POSTMA EL,18425 WEST RD,CYPRESS,77433,18425 W RD,CYPRESS,77433,101,HARRIS COUNTY,4,KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,18425 WEST RD,Y,1131,29.934371,-95.747578
1217,1217,8026,101907,CYPRESS-FAIRBANKS ISD,101907055,HOPPER MIDDLE SCHOOL,7811 FRY RD,CYPRESS,77433,7811 FRY RD,CYPRESS,77433,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,7811 FRY RD,Y,1217,29.934371,-95.747578
1218,1218,8027,101907,CYPRESS-FAIRBANKS ISD,101907149,WARNER ELEMENTARY SCHOOL,19545 CYPRESS N HOUSTON,CYPRESS,77433,19545 CYPRESS N HOUSTON,CYPRESS,77433,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19545 CYPRESS N HOUSTON,Y,1218,29.934371,-95.747578
1241,1241,8135,101907,CYPRESS-FAIRBANKS ISD,101907056,SMITH MIDDLE,19325 CYPRESS N HOUSTON,CYPRESS,77433,19325 CYPRESS N HOUSTON,CYPRESS,77433,101,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,19325 CYPRESS N HOUSTON,Y,1241,29.934371,-95.747578
1256,1256,8177,101907,CYPRESS-FAIRBANKS ISD,101907155,RENNELL EL,19500 TUCKERTON BLVD,CYPRESS,77433,19500 TUCKERTON BLVD,CYPRESS,77433,101,HARRIS COUNTY,4,EE KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19500 TUCKERTON BLVD,Y,1256,29.934371,-95.747578
73,73,407,101907,CYPRESS-FAIRBANKS ISD,101907013,CYPRESS LAKES HIGH SCHOOL,5750 GREENHOUSE RD,KATY,77449,5750 GREENHOUSE RD,KATY,77449,101,HARRIS COUNTY,4,11-Sep,4,0,REGULAR INSTRUCTIONAL,5750 GREENHOUSE RD,Y,73,29.837572,-95.733754
74,74,408,101907,CYPRESS-FAIRBANKS ISD,101907151,HEMMENWAY ELEMENTARY,20400 W LITTLE YORK,KATY,77449,20400 W LITTLE YORK,KATY,77449,101,HARRIS COUNTY,4,EE - 05,1,0,REGULAR INSTRUCTIONAL,20400 W LITTLE YORK,Y,74,29.837572,-95.733754
75,75,409,101907,CYPRESS-FAIRBANKS ISD,101907152,ROBINSON ELEMENTARY,4321 WESTFIELD VILLAGE DR,KATY,77449,4321 WESTFIELD VILLAGE DR,KATY,77449,101,HARRIS COUNTY,4,EE - 05,1,0,REGULAR INSTRUCTIONAL,4321 WESTFIELD VILLAGE DR,Y,75,29.837572,-95.733754
90,90,533,101914,KATY ISD,101914051,CARDIFF JUNIOR HIGH,3900 DAYFLORWER DR,KATY,77449,3900 DAYFLORWER DR,KATY,77449,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,3900 DAYFLORWER DR,Y,90,29.837572,-95.733754
92,92,535,101914,KATY ISD,101914130,MORTON RANCH ELEMENTARY,2502 MASON RD,KATY,77449,2502 MASON RD,KATY,77449,101,HARRIS COUNTY,4,PK - 05,1,0,REGULAR INSTRUCTIONAL,2502 MASON RD,Y,92,29.837572,-95.733754
93,93,536,101914,KATY ISD,101914131,BONNIE HOLLAND ELEMENTARY,23720 SEVEN MEADOW PKWY,KATY,77449,23720 SEVEN MEADOW PKWY,KATY,77449,101,HARRIS COUNTY,4,EE - 05,1,0,REGULAR INSTRUCTIONAL,23720 SEVEN MEADOW PKWY,Y,93,29.837572,-95.733754
1042,1042,6996,101837,CALVIN NELMS CHARTER SCHOOLS,101837001,CALVIN NELMS HIGH SCHOOL,20625 CLAY RD,KATY,77449,20625 CLAY RD,KATY,77449,101,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/ALTERNATIVE,20625 CLAY RD,Y,1042,29.837572,-95.733754
1043,1043,6997,101837,CALVIN NELMS CHARTER SCHOOLS,101837041,CALVIN NELMS MIDDLE SCHOOL,20625 CLAY RD,KATY,77449,20625 CLAY RD,KATY,77449,101,HARRIS COUNTY,4,8-Jul,1,0,CHARTER/ALTERNATIVE,20625 CLAY RD,Y,1043,29.837572,-95.733754
1044,1044,6998,101838,SOUTHWEST HIGH SCHOOL,101838004,SOUTHWEST H S - INCENTIVES,19333 CLAY RD,KATY,77449,19333 CLAY RD,KATY,77450,101,HARRIS COUNTY,4,KG-12,5,0,CHARTER/ALTERNATIVE,19333 CLAY RD,Y,1044,29.837572,-95.733754
1092,1092,7238,101907,CYPRESS-FAIRBANKS ISD,101907142,DURYEA ELEMENTARY,20150 ARBOR CREEK,KATY,77449,20150 ARBOR CREEK,KATY,77449,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,20150 ARBOR CREEK,Y,1092,29.837572,-95.733754
1099,1099,7245,101914,KATY ISD,101914009,MORTON RANCH HIGH SCHOOL,21000 FRANZ RD,KATY,77449,21000 FRANZ RD,KATY,77449,101,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,21000 FRANZ RD,Y,1099,29.837572,-95.733754
1103,1103,7249,101914,KATY ISD,101914125,JACK & SHARON RHOADS EL,19711 CLAY RD,KATY,77449,19711 CLAY RD,KATY,77449,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19711 CLAY RD,Y,1103,29.837572,-95.733754
1104,1104,7250,101914,KATY ISD,101914126,FRANZ EL,2751 N WESTGREEN BLVD,KATY,77449,2751 N WESTGREEN BLVD,KATY,77449,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,2751 N WESTGREEN BLVD,Y,1104,29.837572,-95.733754
1158,1158,7658,101811,HARRIS COUNTY JUVENILE JUSTICE CHARTER SCH,101811006,KATY-HOCKLEY BOOT CAMP,9120 KATY HOCKLEY RD,KATY,77449,9120 KATY HOCKLEY RD,KATY,77449,101,HARRIS COUNTY,4,12-May,5,0,CHARTER/ALTERNATIVE INSTRUCTIO,9120 KATY HOCKLEY RD,Y,1158,29.837572,-95.733754
1183,1183,7684,101914,KATY ISD,101914049,MORTON RANCH JUNIOR HIGH,2498 N MASON RD,KATY,77449,2498 N MASON RD,KATY,77449,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,2498 N MASON RD,Y,1183,29.837572,-95.733754
1196,1196,7945,101837,CALVIN NELMS CHARTER SCHOOLS,101837103,CALVIN NELMS - NORTH EAST CAMPUS,20625 CLAY RD,KATY,77449,20625 CLAY RD,KATY,77449,101,HARRIS COUNTY,4,KG 01 02 03 04 05 06 07 08 09 10 11 12,5,0,ALTERNATIVE INSTRUCTIONAL,20625 CLAY RD,Y,1196,29.837572,-95.733754
1219,1219,8028,101907,CYPRESS-FAIRBANKS ISD,101907150,MCFEE ELEMENTARY SCHOOL,19315 PLANTATION COVE LN,KATY,77449,19315 PLANTATION COVE LN,KATY,77449,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19315 PLANTATION COVE LN,Y,1219,29.837572,-95.733754
1255,1255,8176,101907,CYPRESS-FAIRBANKS ISD,101907154,DR DEBBIE EMERY EL,19636 PLANTATION MYRTLES DR,KATY,77449,19636 PLANTATION MYRTLES DR,KATY,77449,101,HARRIS COUNTY,4,EE KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,19636 PLANTATION MYRTLES DR,Y,1255,29.837572,-95.733754
183,183,892,101914,KATY ISD,101914119,SUE CREECH ELEMENTARY,5905 S MASON RD,KATY,77450,5905 S MASON RD,KATY,77450,101,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,5905 S MASON RD,Y,183,29.745247,-95.741783
263,263,1268,101914,KATY ISD,101914047,GARLAND MCMEANS JR HIGH,21001 WESTHEIMER PKWY,KATY,77450,21001 WESTHEIMER PKWY,KATY,77450,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,21001 WESTHEIMER PKWY,Y,263,29.745247,-95.741783
264,264,1269,101914,KATY ISD,101914118,JAMES E WILLIAMS ELEMENTARY,3900 S PEEK RD,KATY,77450,3900 S PEEK RD,KATY,77450,101,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,3900 S PEEK RD,Y,264,29.745247,-95.741783
1238,1238,8099,101833,LA AMISTAD LOVE & LEARNING ACADEMY,101833103,LA AMISTAD LOVE & LEARNING ACADEMY MISSOUR,7860 W FUQUA,MISSOURI CITY,77489,7860 W FUQUA,MISSOURI CITY,77489,101,HARRIS COUNTY,4,PK - 01,1,0,REGULAR INSTRUCTIONAL,7860 W FUQUA,Y,1238,29.600434,-95.515549
184,184,893,101914,KATY ISD,101914120,ROBERT KING ELEMENTARY,1901 CHARLETON HOUSE LN,KATY,77493,1901 CHARLETON HOUSE LN,KATY,77493,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1901 CHARLETON HOUSE LN,Y,184,29.853215,-95.831456
225,225,1131,101803,WEST HOUSTON CHARTER SCHOOL,101803041,WEST HOUSTON CHARTER,5618 W 11TH,KATY,77493,5618 W 11TH,KATY,77493,101,HARRIS COUNTY,4,12-Jul,2,1,CHARTER/REGULAR,5618 W 11TH,Y,225,29.853215,-95.831456
1185,1185,7686,101914,KATY ISD,101914011,ALTERNATIVE SCHOOL OF CHOICE,1732 KATYLAND DR,KATY,77493,1732 KATYLAND DR,KATY,77493,101,HARRIS COUNTY,4,12-Oct,4,0,ALTERNATIVE INSTRUCTIONAL,1732 KATYLAND DR,Y,1185,29.853215,-95.831456
91,91,534,101914,KATY ISD,101914052,WOODCREEK JUNIOR HIGH,1801 WOOD CREEK BEND LN,KATY,77494,1801 WOOD CREEK BEND LN,KATY,77494,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,1801 WOOD CREEK BEND LN,Y,91,29.740677,-95.829652
152,152,833,101914,KATY ISD,101914117,ROOSEVELT ALEXANDER EL,6161 S FRY RD,KATY,77494,6161 S FRY RD,KATY,77494,101,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,6161 S FRY RD,Y,152,29.740677,-95.829652
273,273,1376,101914,KATY ISD,101914007,CINCO RANCH H S,23440 CINCO RANCH BLVD,KATY,77494,23440 CINCO RANCH BLVD,KATY,77494-1057,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,23440 CINCO RANCH BLVD,Y,273,29.740677,-95.829652
860,860,3844,101914,KATY ISD,101914107,CIMARRON ELEMENTARY,1100 S PEEK RD,KATY,77494,1100 S PEEK RD,KATY,77494,101,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,1100 S PEEK RD,Y,860,29.740677,-95.829652
1100,1100,7246,101914,KATY ISD,101914050,BECKENDORFF JUNIOR HIGH,8200 FRY RD,KATY,77494,8200 FRY RD,KATY,77494,101,HARRIS COUNTY,4,06 07 08,2,1,REGULAR INSTRUCTIONAL,8200 FRY RD,Y,1100,29.740677,-95.829652
1101,1101,7247,101914,KATY ISD,101914123,ROBERTA WRIGHT RYLANDER EL,24831 WESTHEIMER PKWY,KATY,77494,24831 WESTHEIMER PKWY,KATY,77494,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,24831 WESTHEIMER PKWY,Y,1101,29.740677,-95.829652
1102,1102,7248,101914,KATY ISD,101914124,JOELLA EXLEY EL,21800 WESTHEIMER PKWY,KATY,77494,21800 WESTHEIMER PKWY,KATY,77494,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,1,REGULAR INSTRUCTIONAL,21800 WESTHEIMER PKWY,Y,1102,29.740677,-95.829652
1140,1140,7406,101914,KATY ISD,101914127,GRIFFIN ELEMENTARY,7800 S FRY RD,KATY,77494,7800 S FRY RD,KATY,77494,101,HARRIS COUNTY,4,EE KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,7800 S FRY RD,Y,1140,29.740677,-95.829652
1182,1182,7683,101914,KATY ISD,101914048,CINCO RANCH JUNIOR HIGH,23420 CINCO RANCH BLVD,KATY,77494,23420 CINCO RANCH BLVD,KATY,77494,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR INSTRUCTIONAL,23420 CINCO RANCH BLVD,Y,1182,29.740677,-95.829652
1184,1184,7685,101914,KATY ISD,101914122,ODESSA KILPATRICK ELEMENTARY,26100 CINCO RANCH BLVD,KATY,77494,26100 CINCO RANCH BLVD,KATY,77494,101,HARRIS COUNTY,4,EE-5,1,0,REGULAR INSTRUCTIONAL,26100 CINCO RANCH BLVD,Y,1184,29.740677,-95.829652
1229,1229,8038,101914,KATY ISD,101914128,URSULA STEPHENS ELEMENTARY,6301 S STADIUM LN,KATY,77494,2715 FRY RD,KATY,77449,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,6301 S STADIUM LN,Y,1229,29.740677,-95.829652
1230,1230,8039,101914,KATY ISD,101914129,WOODCREEK ELEMENTARY,6301 S STADIUM LN,KATY,77494,1155 WOODCREEK BEND LN,KATY,77494,101,HARRIS COUNTY,4,KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,6301 S STADIUM LN,Y,1230,29.740677,-95.829652
103,103,605,101917,PASADENA ISD,101917140,MELILLO MIDDLE SCHOOL,3003 DABNEY,PASADENA,77502,9220 HUGHES RD,PASADENA,77089,101,HARRIS COUNTY,4,6-May,2,0,REGULAR INSTRUCTIONAL,3003 DABNEY,Y,103,29.679518,-95.199783
104,104,606,101917,PASADENA ISD,101917143,BOBBY SHAW MIDDLE SCHOOL,1515 CHERRYBROOK,PASADENA,77502,1201 HOUSTON AVE,PASADENS,77502,101,HARRIS COUNTY,4,6-May,2,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,104,29.679518,-95.199783
1232,1232,8041,101917,PASADENA ISD,101917139,CARTER LOMAX MIDDLE SCHOOL,1515 CHERRYBROOK,PASADENA,77502,1519 GENOA RED BLUFF,PASADENA,77504,101,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,1232,29.679518,-95.199783
1233,1233,8042,101917,PASADENA ISD,101917141,EARNESTEEN MILSTEAD MIDDLE SCHOOL,1515 CHERRYBROOK,PASADENA,77502,338 GILPIN ST,HOUSTON,77034,101,HARRIS COUNTY,4,05 06,2,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,1233,29.679518,-95.199783
1248,1248,8142,101917,PASADENA ISD,101917138,SOUTH BELT EL,1515 CHERRYBROOK,PASADENA,77502,1801 RIVERSTONE RANCH,HOUSTON,77089,101,HARRIS COUNTY,4,KG 01 02 03 04,1,0,REGULAR INSTRUCTIONAL,1515 CHERRYBROOK,Y,1248,29.679518,-95.199783
105,105,607,101917,PASADENA ISD,101917144,KELLER MIDDLE SCHOOL,3102 SAN AUGUSTINE,PASADENA,77503,3102 SAN AUGUSTINE,PASADENA,77053,101,HARRIS COUNTY,4,6-May,2,0,REGULAR INSTRUCTIONAL,3102 SAN AUGUSTINE,Y,105,29.703477,-95.158895
1220,1220,8029,101908,DEER PARK ISD,101908109,EARLY CHILDHOOD CENTER,401 GLENMORE,PASADENA,77503,401 GLENMORE,PASADENA,77503,101,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,401 GLENMORE,Y,1220,29.703477,-95.158895
135,135,754,101917,PASADENA ISD,101917013,PASADENA MEMORIAL HIGH SCHOOL,4410 CRENSHAW,PASADENA,77504,4410 CRENSHAW,PASADENA,77504,101,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,4410 CRENSHAW,Y,135,29.647916,-95.18978
136,136,755,101917,PASADENA ISD,101917136,LORENZO DE ZAVALA FIFTH GRADE CENTER,101 E JACKSON,PASADENA,77506,101 E JACKSON,PASADENA,77506,101,HARRIS COUNTY,4,5,1,0,REGULAR,101 E JACKSON,Y,136,29.713919,-95.199702
235,235,1141,101917,PASADENA ISD,101917042,JACKSON INT,1020 E THOMAS,PASADENA,77506,1020 E THOMAS,PASADENA,77506,101,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,1020 E THOMAS,Y,235,29.713919,-95.199702
164,164,867,101905,CHANNELVIEW ISD,101905104,MCMULLAN PRIMARY,1290 DELL DALE ST,CHANNELVIEW,77530,1290 DELL DALE ST,CHANNELVIEW,77530,101,HARRIS COUNTY,4,KG-2,1,0,REGULAR,1290 DELL DALE ST,Y,164,29.785907,-95.117207
165,165,868,101905,CHANNELVIEW ISD,101905105,CRENSHAW PRIMARY,16204 WOOD DR,CHANNELVIEW,77530,16204 WOOD DR,CHANNELVIEW,77530,101,HARRIS COUNTY,4,KG-2,1,0,REGULAR,16204 WOOD DR,Y,165,29.785907,-95.117207
328,328,1663,101905,CHANNELVIEW ISD,101905042,B H HAMBLEN MIDDLE,1019 DELL DALE ST,CHANNELVIEW,77530,1019 DELL DALE ST,CHANNELVIEW,77530,101,HARRIS COUNTY,4,6-May,1,0,REGULAR,1019 DELL DALE ST,Y,328,29.785907,-95.117207
329,329,1664,101905,CHANNELVIEW ISD,101905101,VIOLA COBB ELEMENTARY,915 DELL DALE ST,CHANNELVIEW,77530,915 DELL DALE ST,CHANNELVIEW,77530,101,HARRIS COUNTY,4,4-Mar,1,0,REGULAR,915 DELL DALE ST,Y,329,29.785907,-95.117207
330,330,1665,101905,CHANNELVIEW ISD,101905102,DE ZAVALA ELEMENTARY,16150 SECOND ST,CHANNELVIEW,77530,16150 SECOND ST,CHANNELVIEW,77530,101,HARRIS COUNTY,4,4-Mar,1,0,REGULAR,16150 SECOND ST,Y,330,29.785907,-95.117207
331,331,1666,101905,CHANNELVIEW ISD,101905103,SCHOCHLER PRIMARY,910 DEER PASS,CHANNELVIEW,77530,910 DEERPASS,CHANNELVIEW,77530,101,HARRIS COUNTY,4,KG-2,1,0,REGULAR,910 DEER PASS,Y,331,29.785907,-95.117207
240,240,1170,101906,CROSBY ISD,101906004,CROSBY CROSSROADS ACADEMY,14703 FM 2100,CROSBY,77532,14703 FM 2100,CROSBY,77532,101,HARRIS COUNTY,4,09 10 11 12,4,0,ALTERNATIVE INSTRUCTIONAL,14703 FM 2100,?,240,29.932872,-95.057187
1282,1282,8326,101906,CROSBY ISD,101906106,CROSBY EL,P O BOX 2009,CROSBY,77532,5910 PECAN,CROSBY,77532,101,HARRIS COUNTY,4,01 02 03 04,1,0,REGULAR INSTRUCTIONAL,P O BOX 2009,Y,1282,29.932872,-95.057187
1231,1231,8040,101916,LA PORTE ISD,101916102,HERITAGE ELEMENTARY,1002 SAN JACINTO,LA PORTE,77571,4301 E BLVD,DEER PARK,77536,101,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,1002 SAN JACINTO,Y,1231,29.688459,-95.057379
228,228,1134,101809,BAY AREA CHARTER SCHOOL,101809001,ED WHITE MEMORIAL HIGH SCHOOL,218 E MAIN,LEAGUE CITY,77573,218 E MAIN,LEAGUE CITY,77573,101,HARRIS COUNTY,4,12-Sep,4,0,CHARTER/REGULAR,218 E MAIN,Y,228,29.503785,-95.0873
1087,1087,7231,101809,BAY AREA CHARTER SCHOOL,101809041,BAY AREA CHARTER MS,P O BOX 2126,LEAGUE CITY,77573,218 E MAIN,LEAGUE CITY,77573,101,HARRIS COUNTY,4,06 07 08,2,0,CHARTER/REGULAR INSTRUCTIONAL,P O BOX 2126,Y,1087,29.503785,-95.0873
314,314,1601,101809,BAY AREA CHARTER SCHOOL,101809101,BAY AREA CHARTER ELEMENTARY,2600 HUMBLE,EL LAGO,77586,2600 HUMBLE,EL LAGO,77586,101,HARRIS COUNTY,4,PK-8,1,0,CHARTER/REGULAR,2600 HUMBLE,Y,314,29.583816,-95.036166
817,817,3801,101912,HOUSTON ISD,101912371,YOUNG SCHOLARS ACADEMY FOR EXCELLENCE,1809 LOUISIANA,HOUSTON,77002-8013,1809 LOUISIANA ST,HOUSTON,77002-8013,101,HARRIS COUNTY,4,PK-3,1,1,REGULAR,1809 LOUISIANA,Y,817,29.756845,-95.365652
733,733,3711,101912,HOUSTON ISD,101912234,RUSK EL,2805 GARROW ST,HOUSTON,77003-2323,2805 GARROW ST,HOUSTON,77003-2323,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,2805 GARROW ST,Y,733,29.749778,-95.345885
769,769,3751,101912,HOUSTON ISD,101912139,DODSON EL,1808 SAMPSON ST,HOUSTON,77003-5434,1808 SAMPSON ST,HOUSTON,77003-5434,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,1808 SAMPSON ST,Y,769,29.749778,-95.345885
552,552,3499,101912,HOUSTON ISD,101912066,RYAN MIDDLE,2610 ELGIN ST,HOUSTON,77004-3287,2610 ELGIN ST,HOUSTON,77004-3287,101,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,2610 ELGIN ST,Y,552,29.724893,-95.363752
693,693,3671,101912,HOUSTON ISD,101912110,BLACKSHEAR EL,2900 HOLMAN AVE,HOUSTON,77004-3294,2900 HOLMAN AVE,HOUSTON,77004-3294,101,HARRIS COUNTY,4,EE-6,1,1,REGULAR,2900 HOLMAN AVE,Y,693,29.724893,-95.363752
